log_type,participant_id,keyboard_type,content,sentence_time_in_s,words_per_minute,word_time_in_s
key_pressed,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich n",,43.98994802533333,
key_pressed,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich ni",,44.20032072857728,
key_pressed,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nit",,44.400242256796254,
key_pressed,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nitc",,44.426458048318345,
key_pressed,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nitch",,44.666972372995566,
key_pressed,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nitcht",,44.71495573139534,
word_finished,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nitcht.",,44.49707341688684,0.9286709999999999
sentence_finished,2,normal,"Geh, um der Götter willen, wie du gekommen bist, denn ich brauche dich nitcht.",16.732518,44.02996637578236,
key_pressed,2,normal,D,,43.17702688198632,
key_pressed,2,normal,Du,,43.375980016502716,
word_finished,2,normal,Du,,43.19190182257659,0.264327
key_pressed,2,normal,Du b,,43.33745914699454,
key_pressed,2,normal,Du bi,,43.48242487190676,
key_pressed,2,normal,Du bis,,43.65323923969604,
key_pressed,2,normal,Du bist,,43.83045559206815,
word_finished,2,normal,Du bist,,43.71638367294876,0.480275
key_pressed,2,normal,Du bist g,,43.74522404572794,
key_pressed,2,normal,Du bist ge,,43.920509911184865,
key_pressed,2,normal,Du bist gek,,43.97415382218033,
key_pressed,2,normal,Du bist geko,,44.112740597626676,
key_pressed,2,normal,Du bist gekom,,44.04357980966465,
key_pressed,2,normal,Du bist gekomm,,44.18074546433418,
key_pressed,2,normal,Du bist gekomme,,44.32528657166892,
key_pressed,2,normal,Du bist gekommen,,44.46089754282087,
word_finished,2,normal,Du bist gekommen,,44.306864065893706,1.384708
key_pressed,2,normal,Du bist gekommen n,,44.31391587279438,
key_pressed,2,normal,Du bist gekommen na,,44.46479141476089,
key_pressed,2,normal,Du bist gekommen nac,,44.48745633192517,
key_pressed,2,normal,Du bist gekommen nach,,44.66903461239989,
word_finished,2,normal,Du bist gekommen nach,,44.551251527131605,0.584494
key_pressed,2,normal,Du bist gekommen nach d,,44.691064583788226,
key_pressed,2,normal,Du bist gekommen nach de,,44.86272392019454,
key_pressed,2,normal,Du bist gekommen nach dei,,45.01548875322265,
key_pressed,2,normal,Du bist gekommen nach dein,,45.20271008848918,
key_pressed,2,normal,Du bist gekommen nach deine,,45.34716629012214,
key_pressed,2,normal,Du bist gekommen nach deiner,,45.507872364754846,
word_finished,2,normal,Du bist gekommen nach deiner,,45.4054621248192,0.649704
key_pressed,2,normal,Du bist gekommen nach deiner a,,45.55704776617344,
key_pressed,2,normal,Du bist gekommen nach deiner al,,45.68176595800304,
key_pressed,2,normal,Du bist gekommen nach deiner alt,,45.81377332113096,
key_pressed,2,normal,Du bist gekommen nach deiner alte,,46.00398354335279,
key_pressed,2,normal,Du bist gekommen nach deiner alten,,46.101521870796105,
word_finished,2,normal,Du bist gekommen nach deiner alten,,45.97606922925971,0.647908
key_pressed,2,normal,Du bist gekommen nach deiner alten G,,45.946629971225484,
key_pressed,2,normal,Du bist gekommen nach deiner alten Ge,,46.05959698840269,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gew,,45.55220059282304,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewo,,45.704170159883795,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewoh,,45.89564964632653,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohn,,45.96485080991382,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohnh,,45.97688938565602,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohnhe,,46.03097884876522,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohnhei,,46.16227366141239,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohnheit,,46.26188764137578,
word_finished,2,normal,Du bist gekommen nach deiner alten Gewohnheit-,,46.094811318679625,2.2002650000000004
word_finished,2,normal,Du bist gekommen nach deiner alten Gewohnheit--,,46.025561028126184,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohnheit-,,45.67168893650538,
key_pressed,2,normal,Du bist gekommen nach deiner alten Gewohnheit,,45.5399743449664,
word_finished,2,normal,Du bist gekommen nach deiner alten Gewohnheit.,,45.34686871215949,0.336883
sentence_finished,2,normal,Du bist gekommen nach deiner alten Gewohnheit.,8.565203,44.98172899965786,
key_pressed,2,normal,I,,44.79080268975407,
key_pressed,2,normal,Ic,,44.831228690847006,
key_pressed,2,normal,Ich,,44.98999250764186,
word_finished,2,normal,Ich,,44.847729944055125,0.47394899999999995
key_pressed,2,normal,Ich z,,44.546571584484425,
key_pressed,2,normal,Ich zü,,44.55866009364543,
key_pressed,2,normal,Ich zür,,44.63440651268266,
key_pressed,2,normal,Ich zürn,,44.77526248594906,
key_pressed,2,normal,Ich zürne,,44.893866817582605,
word_finished,2,normal,Ich zürne,,44.75781206821002,0.839784
key_pressed,2,normal,Ich zürne d,,44.81719085728512,
key_pressed,2,normal,Ich zürne di,,44.98462222110621,
key_pressed,2,normal,Ich zürne dir,,45.07789608726432,
word_finished,2,normal,Ich zürne dir,,44.974063575888586,0.358094
key_pressed,2,normal,Ich zürne dir d,,44.855646427598074,
key_pressed,2,normal,Ich zürne dir de,,44.984274832989044,
key_pressed,2,normal,Ich zürne dir des,,45.063569110557815,
key_pressed,2,normal,Ich zürne dir desw,,44.94030381382761,
key_pressed,2,normal,Ich zürne dir deswe,,45.08141617065389,
key_pressed,2,normal,Ich zürne dir desweg,,45.076281544844676,
key_pressed,2,normal,Ich zürne dir deswege,,45.1953327368722,
key_pressed,2,normal,Ich zürne dir deswegen,,45.23073413917013,
word_finished,2,normal,Ich zürne dir deswegen,,45.11361539355544,1.56978
key_pressed,2,normal,Ich zürne dir deswegen n,,45.20461049167206,
key_pressed,2,normal,Ich zürne dir deswegen ni,,45.34963491465369,
key_pressed,2,normal,Ich zürne dir deswegen nic,,45.47207050568958,
key_pressed,2,normal,Ich zürne dir deswegen nich,,45.52737405675554,
key_pressed,2,normal,Ich zürne dir deswegen nicht,,45.61558399126697,
word_finished,2,normal,Ich zürne dir deswegen nicht;,,45.2692239355335,0.9849120000000001
word_finished,2,normal,Ich zürne dir deswegen nicht;,,45.08174703169729,
key_pressed,2,normal,Ich zürne dir deswegen nicht; n,,45.076538138811465,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nu,,45.124770264933574,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur,,45.20563764773782,
word_finished,2,normal,Ich zürne dir deswegen nicht; nur,,45.12617585451672,0.47209799999999996
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur g,,44.925613113894975,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur ge,,45.038158200608656,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh,,45.156724352101385,
word_finished,2,normal,Ich zürne dir deswegen nicht; nur geh,,45.04624891910555,0.384684
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh b,,44.990227479873845,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh ba,,45.09500218609244,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh bal,,45.20553217626362,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh bald,,45.27065796119235,
word_finished,2,normal,Ich zürne dir deswegen nicht; nur geh bald,,45.155623928912036,0.592076
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh bald f,,45.169504899308244,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh bald fo,,45.25880749111854,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh bald for,,45.36199581441085,
key_pressed,2,normal,Ich zürne dir deswegen nicht; nur geh bald fort,,45.39957272795362,
word_finished,2,normal,Ich zürne dir deswegen nicht; nur geh bald fort.,,45.1855977605157,0.776457
test_finished,2,normal,Ich zürne dir deswegen nicht; nur geh bald fort.,9.693259,44.960515809690285,
key_pressed,3,normal,W,,307692.3076923077,
key_pressed,3,normal,Wä,,166.17621602908085,
key_pressed,3,normal,Wär,,109.84015206758828,
key_pressed,3,normal,Wäre,,110.6863011866494,
word_finished,3,normal,Wäre,,87.9607401896287,0.545623
key_pressed,3,normal,Wäre e,,75.5907416459632,
key_pressed,3,normal,Wäre ei,,77.43858958515503,
key_pressed,3,normal,Wäre ein,,80.0301828118033,
word_finished,3,normal,Wäre ein,,71.84252119354375,0.375474
key_pressed,3,normal,Wäre ein P,,66.5724019946756,
key_pressed,3,normal,Wäre ein Pi,,60.28363450032403,
key_pressed,3,normal,Wäre ein Pin,,58.76965722597424,
key_pressed,3,normal,Wäre ein Ping,,57.046889950498866,
key_pressed,3,normal,Wäre ein Pingz,,49.15105210557646,
key_pressed,3,normal,Wäre ein Ping,,39.078956366864965,
key_pressed,3,normal,Wäre ein Pingu,,38.35919604452757,
key_pressed,3,normal,Wäre ein Pingui,,40.43807919123842,
key_pressed,3,normal,Wäre ein Pinguin,,41.235412972660924,
word_finished,3,normal,Wäre ein Pinguin,,40.134680520776136,2.743855
key_pressed,3,normal,Wäre ein Pinguin v,,40.3779193796516,
key_pressed,3,normal,Wäre ein Pinguin vi,,42.01129972677339,
key_pressed,3,normal,Wäre ein Pinguin vie,,42.55020924691135,
key_pressed,3,normal,Wäre ein Pinguin viel,,43.042198691158475,
key_pressed,3,normal,Wäre ein Pinguin viell,,43.961552922575606,
key_pressed,3,normal,Wäre ein Pinguin vielle,,45.024704492546256,
key_pressed,3,normal,Wäre ein Pinguin viellei,,45.76518573310288,
key_pressed,3,normal,Wäre ein Pinguin vielleic,,46.32861518504597,
key_pressed,3,normal,Wäre ein Pinguin vielleich,,47.44022188273052,
key_pressed,3,normal,Wäre ein Pinguin vielleicht,,47.226725341500064,
word_finished,3,normal,Wäre ein Pinguin vielleicht,,46.13814144031743,1.784239
key_pressed,3,normal,Wäre ein Pinguin vielleicht d,,46.33678377619457,
key_pressed,3,normal,Wäre ein Pinguin vielleicht di,,46.97480735059376,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die,,48.08482162534712,
word_finished,3,normal,Wäre ein Pinguin vielleicht die,,46.80454264088854,0.448063
key_pressed,3,normal,Wäre ein Pinguin vielleicht die b,,47.28470401745482,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die be,,47.895409637877684,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bes,,48.01231035637537,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bess,,48.37326685216688,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die besse,,49.21939828772891,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die besser,,49.93782362641665,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bessere,,50.48171683369763,
word_finished,3,normal,Wäre ein Pinguin vielleicht die bessere,,49.64696505547256,1.112127
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bessere E,,49.421666482119896,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bessere En,,50.03359315670161,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bessere Ent,,50.578312885189746,
key_pressed,3,normal,Wäre ein Pinguin vielleicht die bessere Ente,,50.97087785600392,
word_finished,3,normal,Wäre ein Pinguin vielleicht die bessere Ente?,,46.480204936931656,1.312322
sentence_finished,3,normal,Wäre ein Pinguin vielleicht die bessere Ente?,10.153953999999999,44.90826452898075,
key_pressed,3,normal,A,,43.48748034468103,
key_pressed,3,normal,Al,,43.84940397240886,
key_pressed,3,normal,Als,,44.46150207762634,
word_finished,3,normal,Als,,44.0148247655316,0.41632399999999997
key_pressed,3,normal,Als i,,44.66942630364485,
key_pressed,3,normal,Als ih,,45.193753767788365,
key_pressed,3,normal,Als ihr,,45.700298653182784,
key_pressed,3,normal,Als ihre,,46.354521613181994,
word_finished,3,normal,Als ihre,,45.80701268039903,0.505698
key_pressed,3,normal,Als ihre M,,45.16430602711936,
key_pressed,3,normal,Als ihre Ma,,45.623120826930396,
key_pressed,3,normal,Als ihre Man,,46.11654274847389,
key_pressed,3,normal,Als ihre Mann,,46.57006704188835,
word_finished,3,normal,Als ihre Mann,,46.16092971880693,0.515991
key_pressed,3,normal,Als ihre Mann f,,43.85298782831087,
key_pressed,3,normal,Als ihre Mann fü,,44.273020722884375,
key_pressed,3,normal,Als ihre Mann für,,44.79515477228484,
word_finished,3,normal,Als ihre Mann für,,44.46391482538081,0.351765
key_pressed,3,normal,Als ihre Mann für s,,43.03585766607341,
key_pressed,3,normal,Als ihre Mann für si,,43.43636913781623,
key_pressed,3,normal,Als ihre Mann für sie,,43.90079882824777,
word_finished,3,normal,Als ihre Mann für sie,,42.774704336058825,0.651311
key_pressed,3,normal,Als ihre Mann für sie d,,43.03910384387872,
key_pressed,3,normal,Als ihre Mann für sie da,,43.47304918822979,
key_pressed,3,normal,Als ihre Mann für sie das,,43.87940879305525,
word_finished,3,normal,Als ihre Mann für sie das,,43.614154597890646,0.344405
key_pressed,3,normal,Als ihre Mann für sie das B,,43.557996826787644,
key_pressed,3,normal,Als ihre Mann für sie das Br,,43.822305663138316,
key_pressed,3,normal,Als ihre Mann für sie das Brü,,44.1232768187696,
key_pressed,3,normal,Als ihre Mann für sie das Brüt,,44.31292717081079,
key_pressed,3,normal,Als ihre Mann für sie das Brüte,,44.727995216707725,
key_pressed,3,normal,Als ihre Mann für sie das Brüten,,45.03269179924778,
word_finished,3,normal,Als ihre Mann für sie das Brüten,,44.63307860902173,0.9527709999999999
key_pressed,3,normal,Als ihre Mann für sie das Brüten ü,,42.24928246635278,
key_pressed,3,normal,Als ihre Mann für sie das Brüten üb,,42.526554128088044,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übe,,42.88100627428057,
key_pressed,3,normal,Als ihre Mann für sie das Brüten über,,43.115379979912255,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übern,,43.41946538682024,
key_pressed,3,normal,Als ihre Mann für sie das Brüten überni,,43.77286904423868,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernim,,43.81445565398551,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimm,,44.10369800319486,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimme,,44.60545406570058,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet,,44.88886896074736,
word_finished,3,normal,Als ihre Mann für sie das Brüten übernimmet,,44.671857288306576,1.4164299999999999
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet b,,44.77108766731142,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet be,,45.11731243293622,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet bes,,45.315833705407066,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet besc,,45.34959523305985,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet besch,,45.54536539393954,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschl,,45.218727222832506,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschle,,45.289251546660545,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschl,,44.05772167332879,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschli,,43.44285521461753,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschlie,,43.7635613113929,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließ,,44.02676774434559,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt,,44.029253245519435,
word_finished,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt,,43.81498271590214,2.903563
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt d,,43.99983142025373,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt di,,44.30305245455653,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die,,44.60402393236594,
word_finished,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die,,44.40703591202098,0.327877
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die E,,44.38801972391746,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die En,,44.60756743156394,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Ent,,44.80962258431532,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Ente,,45.02352912315233,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Enten,,45.204583908593044,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenm,,44.815603668791645,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmu,,44.864487769256534,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmut,,44.85600396432642,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutt,,44.98967170700695,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutte,,45.37346395329714,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutter,,45.57076040510081,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutterm,,45.709281658246546,
word_finished,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutterm,,45.36051125419868,2.399969
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutterm,,44.55790624348909,
key_pressed,3,normal,Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutter,,43.25129709757318,
word_finished,3,normal,"Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutter,",,42.635367472999604,0.9207700000000001
sentence_finished,3,normal,"Als ihre Mann für sie das Brüten übernimmet beschließt die Entenmutter,",17.028647,42.316803236112754,
key_pressed,3,normal,i,,42.142905741999286,
key_pressed,3,normal,in,,42.4003023141555,
word_finished,3,normal,in,,42.20874121926281,0.240328
key_pressed,3,normal,in d,,42.40468872701789,
key_pressed,3,normal,in di,,42.681522440141684,
key_pressed,3,normal,in die,,42.8605803232416,
word_finished,3,normal,in die,,42.730100815035186,0.343957
key_pressed,3,normal,in die W,,42.106626935285355,
key_pressed,3,normal,in die We,,42.398937253812754,
key_pressed,3,normal,in die Wel,,42.23409882858813,
key_pressed,3,normal,in die Welt,,42.45206008540269,
word_finished,3,normal,in die Welt,,42.31796731905987,0.7026680000000001
key_pressed,3,normal,in die Welt a,,42.26716369720275,
key_pressed,3,normal,in die Welt au,,42.43736886755687,
key_pressed,3,normal,in die Welt aus,,42.65003401501766,
key_pressed,3,normal,in die Welt ausz,,42.727371526299976,
key_pressed,3,normal,in die Welt auszu,,42.925634978413584,
key_pressed,3,normal,in die Welt auszuz,,42.271578619945814,
key_pressed,3,normal,in die Welt auszuzi,,42.38166886247911,
key_pressed,3,normal,in die Welt auszuzie,,42.52110464160378,
key_pressed,3,normal,in die Welt auszuzieh,,42.72306110732834,
key_pressed,3,normal,in die Welt auszuziehe,,42.91202204137501,
key_pressed,3,normal,in die Welt auszuziehen,,43.058283948583295,
word_finished,3,normal,in die Welt auszuziehen,,42.90128807481742,2.3438950000000003
key_pressed,3,normal,in die Welt auszuziehen u,,42.97244623599288,
key_pressed,3,normal,in die Welt auszuziehen un,,42.99280563167539,
key_pressed,3,normal,in die Welt auszuziehen und,,43.24786459200822,
word_finished,3,normal,in die Welt auszuziehen und,,43.134448471712616,0.43158500000000005
key_pressed,3,normal,in die Welt auszuziehen und e,,42.7193965640124,
key_pressed,3,normal,in die Welt auszuziehen und et,,42.82992148224957,
key_pressed,3,normal,in die Welt auszuziehen und etw,,42.918688899816615,
key_pressed,3,normal,in die Welt auszuziehen und etwa,,43.115965534476864,
key_pressed,3,normal,in die Welt auszuziehen und etwas,,43.31178896479782,
word_finished,3,normal,in die Welt auszuziehen und etwas,,43.113977759745815,0.7996949999999999
key_pressed,3,normal,in die Welt auszuziehen und etwas z,,42.84976223864703,
key_pressed,3,normal,in die Welt auszuziehen und etwas zu,,43.042307646070824,
word_finished,3,normal,in die Welt auszuziehen und etwas zu,,42.887949424385646,0.248121
key_pressed,3,normal,in die Welt auszuziehen und etwas zu w,,42.60453640883775,
key_pressed,3,normal,in die Welt auszuziehen und etwas zu we,,42.822102847985505,
key_pressed,3,normal,in die Welt auszuziehen und etwas zu wer,,42.915719069662565,
key_pressed,3,normal,in die Welt auszuziehen und etwas zu werd,,42.9892860603169,
key_pressed,3,normal,in die Welt auszuziehen und etwas zu werde,,43.2212786479084,
key_pressed,3,normal,in die Welt auszuziehen und etwas zu werden,,43.37745496702613,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden,",,43.042990605572854,1.023778
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden,",,42.923657365748994,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, w",,42.96796154950958,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, wo",,43.14963232256465,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, wom",,43.22925932974979,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womi",,43.26180418965495,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit",,43.440156184550034,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit",,43.27743996610867,0.8395229999999999
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit s",,43.327892673921326,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit si",,43.20943105590519,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie",,43.355277108154176,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie",,43.22452742324843,0.6479600000000001
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie i",,43.230838038109,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ih",,43.38432372237497,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihr",,43.528026608132315,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre",,43.68856031256871,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre",,43.53230678588157,0.552079
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre K",,43.38191008779425,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Ki",,43.46290606156057,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kin",,43.62891025328194,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kind",,43.784532617628116,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinde",,43.93986029888853,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder",,44.03415959587264,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder",,43.82286978627677,0.95999
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder b",,43.566880286755506,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder be",,43.718938232592365,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder bei",,43.8702204721516,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beii",,43.99504115722,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder bei",,43.407100822933295,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder be",,42.982653801145865,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder bee",,43.12892264507735,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beei",,43.27103606277952,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beein",,43.391780726131046,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeind",,43.491837607442456,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindr",,43.582717771225504,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindru",,43.777497312985105,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruc",,43.787619077903,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruch",,43.90378350339726,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruche",,43.99249131839896,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruchek",,44.09575833086621,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruche",,43.58074070816164,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruch",,43.1899607335717,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruc",,42.66923447705066,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindruck",,42.689426865457676,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucke",,42.79525476763424,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken",,42.95198424308204,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken",,42.821301465117344,3.816326
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken k",,42.94308945381704,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken ka",,43.054989240035134,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken kan",,43.168782507854225,
key_pressed,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken kann",,43.29655874827587,
word_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken kann.",,43.03097647595129,0.742436
sentence_finished,3,normal,"in die Welt auszuziehen und etwas zu werden, womit sie ihre Kinder beeindrucken kann.",19.100492000000003,42.630300539178144,
key_pressed,3,normal,D,,42.17113909133379,
key_pressed,3,normal,De,,42.24922182214557,
key_pressed,3,normal,Den,,42.409173377009,
key_pressed,3,normal,Denn,,42.544107974967254,
word_finished,3,normal,Denn,,42.453406204001745,0.528161
key_pressed,3,normal,Denn s,,42.55345926929848,
key_pressed,3,normal,Denn sc,,42.65925626896465,
key_pressed,3,normal,Denn sch,,42.82060115434145,
key_pressed,3,normal,Denn schl,,42.89010853573475,
key_pressed,3,normal,Denn schli,,42.973291269953634,
key_pressed,3,normal,Denn schlie,,42.85522537815825,
key_pressed,3,normal,Denn schließ,,41.814198957331406,
key_pressed,3,normal,Denn schließl,,41.84597392038792,
key_pressed,3,normal,Denn schließli,,41.91608457762704,
key_pressed,3,normal,Denn schließlic,,42.04308931542261,
key_pressed,3,normal,Denn schließlich,,42.17086470647553,
word_finished,3,normal,Denn schließlich,,42.07372903713812,3.408389
key_pressed,3,normal,Denn schließlich i,,42.135748902538346,
key_pressed,3,normal,Denn schließlich is,,42.17813032783882,
key_pressed,3,normal,Denn schließlich ist,,42.245528513328,
word_finished,3,normal,Denn schließlich ist,,42.15619971227638,0.5438850000000001
key_pressed,3,normal,Denn schließlich ist s,,41.889055269080345,
